"Pilot Name","First Name","Rank","Victories","Jagdgeschwader","Remarks","Awards","References"
"Fischer-Bötow","Rudolf","Uffz.","  6","JG 54","MIA on 29.Oct.42 after Luftkampf.",,"O.K.L. Fighter Claims"
"Faust","Hans-Martin","Ltn.","  5","JG 54","KIA on 7.Aug.41 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Bock"
"Frädrich","Gerhard","Uffz."," 17","JG 54","9 victories during the Kuhlmey operation.",,"O.K.L. Fighter Claims; Valtonen, LW-kuvasto/Pictorial"
"Falkensamer","Egon","Hptm."," 10","JG 51, JG 1, JG 11","KIA on 22.Dec.43 in Luftkampf.",,"O.K.L. Fighter Claims; Prien & Rodeike, JG 1 & 11"
"Esser","Hans","Fw."," 12","JG 77","KIA on 3.Sep.41 in Luftkampf with I-16.",,"O.K.L. Fighter Claims; Prien/Bock"
"Förster","Josef","Oblt."," 21","NJG 2, NJG 3","14 listed.","DK?","O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"ETTEL","Wolf","Oblt.","124","JG 3, JG 27","KIA on 17.Jul.43 by Flak. 2 Vm, 22 Il-2s.","EL","O.K.L. Fighter Claims; Prien/Rodeike/Stemmer, III. & IV./JG 27; Obermaier p.59; Ring/Girbig, JG 27"
"FINK","Günther","Hptm."," 46","JG 54","Stkp. MIA on 15.May.43 after Luftkampf. 9 night.","RK","O.K.L. Fighter Claims; Prien/Bock; LW NF Claims 39-45; Obermaier p.110"
"Finster","Lenz","Oblt."," 10","NJG 1","KIA on 24.Dec.43 in Luftkampf.",,"O.K.L. Fighter Claims; LW NF Claims 39-45; Aders, History of the German Night Fighter Force 1917-1945"
"FELLERER","Leopold","Hptm."," 41","NJG 1, NJG 5, NJG 6","2 Viermots day, 450 ff.","RK","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.110"
"FALCK","Wolfgang","Oberst","  8","ZG76, NJG 1","90 ff","RK","Wolfgang Falck, p.195; Obermaier p.109"
"Fischer","Max-Bruno","Oblt.","  6","JG 3",,,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"Fitschen","Wilhelm","Uffz."," 14","JG 77","MIA on 18.Sep.42 after Luftkampf.",,"O.K.L. Fighter Claims; Prien, JG 77, II"
"Flindt","Rudolf","Fw.","  8","JG 77",,,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Florian","Otto","Fw."," 12","JG 3","MIA on 20.Jun.44 after Luftkampf with enemy fighters.","DK","O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"Fahrenberger","Hans","Fw."," 11","JG 27",,,"Prien/Bock; Prien/Rodeike/Stemmer, III. & IV./JG 27; Ring/Girbig, JG 27"
"EWALD","Heinz","Ltn."," 84","JG 52","Stfhr.  15 unc., 14 Il-2s, 395 ff.","RK","O.K.L. Fighter Claims; Barbas, II./JG 52; Obermaier p.108"
"Fedgenhäuer","Martin","Uffz.","  9","JG 3",,,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"Focke","Wulf","Ltn."," 13","JG 77","KIA on 28.Sep.44.",,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Fischer","Alfred","Fw."," 11","JG 3","POW on 4.Jul.43 due to Flak.",,"O.K.L. Fighter Claims; Prien/Stemmer, II./JG 3"
"FRANK","Rudolf","Ofw."," 45","NJG 3","KIA on 27.Apr.44 in Luftkampf. 183 ff","EL","O.K.L. Fighter Claims; LW NF Claims 39-45; Obermaier p.68"
"Fladrich","Kurt","Hptm."," 16","NJG 4",,"DK?","O.K.L. Fighter Claims; LW NF Claims 39-45"
"Günther","Alfred","Ofw."," 12","JG 26",,,"Caldwell"
"Günther","Ernst","Ltn.","  6","JG 27","Stkp. KIA on 1.Aug.44 in Luftkampf.",,"O.K.L. Fighter Claims; Prien/Rodeike/Stemmer, III. & IV./JG 27; Ring/Girbig, JG 27"
"Günther","Erwin","Oblt.","  9","JG 52",,,"Fast, JG 52"
"Günther","Joachim","Ltn."," 11","JG 26","KIA on 24.Feb.45.",,"O.K.L. Fighter Claims; Caldwell; Priller, JG 26"
"Günther","Kurt","Ltn."," 13","JG 52","KIFA on 6.Aug.44.",,"O.K.L. Fighter Claims"
"GÜNTHER","Paul","FhjOfw"," 11","St.G.2, St.G. 77, SG10","577 ff","RK","O.K.L. Fighter Claims; Obermaier, II, p.117"
"Guth","Josef","Uffz.","  5","JG 54","WIA on 22.Mar.43.",,"O.K.L. Fighter Claims"
"Güthenke","Hans-Georg","Ltn.","  7","JG 11","WIA on 12.May.44, rammed a B-17.",,"O.K.L. Fighter Claims; Prien & Rodeike, JG 1 & 11, II"
"Guthörl","Rolf","Fw.","  5","JG 54, JG 6","KIA on 7.Feb.45, cause unknown.",,"O.K.L. Fighter Claims"
"Gütter","Wolf","Ltn.","  6","NJG 3",,,"O.K.L. Fighter Claims; LW NF Claims 39-45"
"Guttmann","Gerhard","Fw."," 10","JG 26","KIA on 27.Mar.44.",,"O.K.L. Fighter Claims; Caldwell; Priller, JG 26"
"Gutweniger","Anton","Ofw.","  8+","JG 77",,,"O.K.L. Fighter Claims; Prien, JG 77, IV"
"Haak","Gerhard","Fw."," 11","J/LG 2, JG 54","KIA on 25.Oct.41 due to Flak.",,"O.K.L. Fighter Claims; Prien/Bock"
"Haala","Sigurd","Oblt."," 42","JG 54","Stkp. POW on 21.Aug.44 due to Flak.","DK","O.K.L. Fighter Claims; Prien/Bock"
"HAAS","Friedrich","Ltn."," 74","JG 52","KIA on 9.Apr.45. 385 ff","RK","O.K.L. Fighter Claims; Fast, JG 52, IV p.126; Obermaier p.124"
"Haas","Otto","Fw.","  5","JG 27","KIA on 23.Feb.44.",,"O.K.L. Fighter Claims; Ring/Girbig, JG 27"
"Haase","Ernst","Ofw."," 16","JG 302",,"DK","O.K.L. Fighter Claims; LW NF Claims 39-45; Reschke, JG 301/302, p.211, 241"
"Haase","Günther","Ltn.","  6","JG 54","KIA on 29.Jan.44.",,"O.K.L. Fighter Claims"
"HAASE","Horst","Major"," 62","JG 51, JG 3","KIA on 26.Nov.44. 4 Viermots, 500+ ff.","RK","O.K.L. Fighter Claims; Prien/Bock; Obermaier p.125; Aders/Held, JG 51"
