"unit","rd","unit_type","total_kills","pilots_w_kills","aces","gt_20","entries","exits","ace_entries","ace_exits","sum_claims","date"
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1944-04-09
"JGr. Ost",0,"JG",10,2,1,0,0,0,0,0,0,1944-04-09
"JGr. Süd",0,"JG",9,3,1,0,0,0,0,0,0,1944-04-09
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-09
"Kdo.Herr.",0,"JG",3,2,0,0,0,0,0,0,0,1944-04-09
"KG 40",0,"JG",11,3,1,0,0,0,0,0,0,1944-04-09
"LG 2",0,"JG",20,5,2,0,0,0,0,0,0,1944-04-09
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-09
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-04-09
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-04-09
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-04-09
"NAGr. 2",0,"JG",16,4,2,0,1,0,0,0,2,1944-04-09
"NAGr. 4",0,"JG",23,6,3,0,0,0,0,0,0,1944-04-09
"NAGr. 5",0,"JG",7,3,0,0,0,0,0,0,0,1944-04-09
"NJG 1",1,"NJG",626,43,29,12,0,0,0,0,0,1944-04-09
"NJG 100",0,"NJG",123,22,15,0,0,0,0,0,0,1944-04-09
"NJG 101",0,"NJG",32,6,2,1,0,0,0,0,0,1944-04-09
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-04-09
"NJG 2",1,"NJG",203,23,12,3,0,0,0,0,0,1944-04-09
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-04-09
"NJG 3",1,"NJG",424,38,22,4,0,0,1,0,2,1944-04-09
"NJG 4",1,"NJG",239,18,12,3,0,0,0,0,0,1944-04-09
"NJG 5",1,"NJG",368,34,27,7,0,0,0,0,0,1944-04-09
"NJG 6",1,"NJG",130,12,9,2,0,0,0,0,0,1944-04-09
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-04-09
"Schl.G 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-04-09
"Schl.G. 1",0,"JG",7,3,0,0,0,0,0,0,0,1944-04-09
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-09
"SG 10",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-09
"SG 2",0,"JG",85,9,7,1,0,0,0,0,1,1944-04-09
"SG 3",0,"JG",6,1,1,0,0,0,0,0,1,1944-04-09
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1944-04-09
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1944-04-09
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1944-04-09
"Sturmst. 1",0,"JG",34,8,2,0,0,0,0,0,1,1944-04-09
"ZG 1",1,"ZG",82,13,7,0,0,0,0,0,0,1944-04-09
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-04-09
"ZG 26",1,"ZG",115,21,10,0,0,0,0,0,1,1944-04-09
"ZG 76",1,"ZG",62,9,8,0,0,0,0,0,0,1944-04-09
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-04-10
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1944-04-10
"Ind.St. Erla",0,"JG",11,1,1,0,0,0,0,0,0,1944-04-10
"Jagdlehrer Gr.",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-10
"JFS 5",0,"JG",11,1,1,0,0,0,0,0,0,1944-04-10
"JG 1",1,"JG",860,47,32,10,0,0,0,0,0,1944-04-10
"JG 104",0,"JG",27,1,1,1,0,0,0,0,0,1944-04-10
"JG 108",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-10
"JG 11",1,"JG",677,44,25,9,0,0,0,0,0,1944-04-10
"JG 2",1,"JG",697,52,38,11,0,0,3,0,4,1944-04-10
"JG 26",1,"JG",1043,50,36,18,0,0,0,0,0,1944-04-10
"JG 27",0,"JG",88,1,1,1,0,0,0,0,0,1944-04-10
"JG 27",1,"JG",821,72,48,9,0,0,0,0,0,1944-04-10
"JG 3",0,"JG",103,1,1,1,0,0,0,0,0,1944-04-10
"JG 3",1,"JG",1745,98,73,26,0,0,0,0,0,1944-04-10
"JG 300",1,"wilde_sau",108,25,6,1,0,0,0,0,0,1944-04-10
"JG 301",1,"wilde_sau",41,8,2,0,0,0,0,0,0,1944-04-10
"JG 302",1,"wilde_sau",41,11,2,0,0,0,0,0,0,1944-04-10
"JG 4",1,"JG",84,5,4,2,0,0,0,0,0,1944-04-10
"JG 5",0,"JG",584,56,32,6,0,0,0,0,0,1944-04-10
"JG 51",0,"JG",3310,150,120,51,1,0,0,0,3,1944-04-10
"JG 52",0,"JG",3139,107,83,36,0,0,0,0,6,1944-04-10
"JG 53",0,"JG",709,52,32,10,0,0,0,0,0,1944-04-10
"JG 53",1,"JG",131,16,8,1,0,0,0,0,0,1944-04-10
"JG 54",0,"JG",2521,98,75,30,0,0,0,0,1,1944-04-10
"JG 54",1,"JG",198,12,9,4,0,0,0,0,0,1944-04-10
"JG 77",0,"JG",1350,87,54,17,0,0,0,0,0,1944-04-10
"JG27",0,"JG",12,1,1,0,0,0,0,0,0,1944-04-10
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1944-04-10
"JGr. Ost",0,"JG",10,2,1,0,0,0,0,0,0,1944-04-10
"JGr. Süd",0,"JG",9,3,1,0,0,0,0,0,0,1944-04-10
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-10
"Kdo.Herr.",0,"JG",3,2,0,0,0,0,0,0,0,1944-04-10
"KG 40",0,"JG",11,3,1,0,0,0,0,0,0,1944-04-10
"LG 2",0,"JG",20,5,2,0,0,0,0,0,0,1944-04-10
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-10
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-04-10
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-04-10
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-04-10
"NAGr. 2",0,"JG",19,4,2,0,0,0,0,0,3,1944-04-10
"NAGr. 4",0,"JG",23,6,3,0,0,0,0,0,0,1944-04-10
"NAGr. 5",0,"JG",7,3,0,0,0,0,0,0,0,1944-04-10
"NJG 1",1,"NJG",626,43,29,12,0,0,0,0,0,1944-04-10
"NJG 100",0,"NJG",123,22,15,0,0,0,0,0,0,1944-04-10
"NJG 101",0,"NJG",32,6,2,1,0,0,0,0,0,1944-04-10
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-04-10
"NJG 2",1,"NJG",200,22,12,3,0,0,0,0,0,1944-04-10
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-04-10
"NJG 3",1,"NJG",438,39,23,4,0,0,1,0,8,1944-04-10
"NJG 4",1,"NJG",240,18,12,3,0,0,0,0,1,1944-04-10
"NJG 5",1,"NJG",368,34,27,7,0,0,0,0,0,1944-04-10
"NJG 6",1,"NJG",130,12,9,2,0,0,0,0,0,1944-04-10
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-04-10
"Schl.G 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-04-10
"Schl.G. 1",0,"JG",7,3,0,0,0,0,0,0,0,1944-04-10
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-10
"SG 10",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-10
"SG 2",0,"JG",89,9,7,1,0,0,0,0,1,1944-04-10
"SG 3",0,"JG",6,1,1,0,0,0,0,0,0,1944-04-10
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1944-04-10
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1944-04-10
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1944-04-10
"Sturmst. 1",0,"JG",34,8,2,0,0,0,0,0,0,1944-04-10
"ZG 1",1,"ZG",82,13,7,0,0,0,0,0,0,1944-04-10
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-04-10
"ZG 26",1,"ZG",115,21,10,0,0,0,0,0,0,1944-04-10
"ZG 76",1,"ZG",62,9,8,0,0,0,0,0,0,1944-04-10
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-04-11
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1944-04-11
"Ind.St. Erla",0,"JG",11,1,1,0,0,0,0,0,0,1944-04-11
"Jagdlehrer Gr.",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-11
"JFS 5",0,"JG",11,1,1,0,0,0,0,0,0,1944-04-11
"JG 1",1,"JG",930,49,33,11,1,0,0,0,15,1944-04-11
"JG 104",0,"JG",27,1,1,1,0,0,0,0,0,1944-04-11
"JG 108",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-11
"JG 11",1,"JG",685,45,26,9,1,0,1,0,7,1944-04-11
"JG 2",1,"JG",697,52,38,11,0,0,0,0,0,1944-04-11
"JG 26",1,"JG",1043,50,36,18,0,0,0,0,0,1944-04-11
"JG 27",0,"JG",88,1,1,1,0,0,0,0,0,1944-04-11
"JG 27",1,"JG",824,72,48,9,0,0,0,0,2,1944-04-11
"JG 3",0,"JG",103,1,1,1,0,0,0,0,0,1944-04-11
"JG 3",1,"JG",1775,103,74,26,4,2,1,2,21,1944-04-11
"JG 300",1,"wilde_sau",105,24,6,1,0,0,0,0,0,1944-04-11
"JG 301",1,"wilde_sau",41,8,2,0,0,0,0,0,0,1944-04-11
"JG 302",1,"wilde_sau",47,12,2,0,0,0,0,0,3,1944-04-11
"JG 4",1,"JG",84,5,4,2,0,0,0,0,0,1944-04-11
"JG 5",0,"JG",586,57,32,6,0,0,0,0,1,1944-04-11
"JG 51",0,"JG",3311,150,120,51,0,0,0,0,1,1944-04-11
"JG 52",0,"JG",3154,107,83,36,0,0,0,0,6,1944-04-11
"JG 53",0,"JG",709,51,32,10,0,0,0,0,1,1944-04-11
"JG 53",1,"JG",133,16,8,1,0,0,0,0,1,1944-04-11
"JG 54",0,"JG",2507,97,74,30,0,0,0,0,1,1944-04-11
"JG 54",1,"JG",198,12,9,4,0,0,0,0,0,1944-04-11
"JG 77",0,"JG",1298,86,53,16,0,0,0,0,0,1944-04-11
"JG27",0,"JG",12,1,1,0,0,0,0,0,0,1944-04-11
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1944-04-11
"JGr. Ost",0,"JG",10,2,1,0,0,0,0,0,0,1944-04-11
"JGr. Süd",0,"JG",9,3,1,0,0,0,0,0,0,1944-04-11
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-11
"Kdo.Herr.",0,"JG",3,2,0,0,0,0,0,0,0,1944-04-11
"KG 40",0,"JG",11,3,1,0,0,0,0,0,0,1944-04-11
"KG 51",0,"JG",2,1,0,0,0,0,0,0,1,1944-04-11
"LG 2",0,"JG",20,5,2,0,0,0,0,0,0,1944-04-11
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-11
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-04-11
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-04-11
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-04-11
"NAGr. 2",0,"JG",20,4,2,0,0,0,0,0,1,1944-04-11
"NAGr. 4",0,"JG",23,6,3,0,0,0,0,0,0,1944-04-11
"NAGr. 5",0,"JG",7,3,0,0,0,0,0,0,0,1944-04-11
"NJG 1",1,"NJG",630,43,29,12,0,0,0,0,3,1944-04-11
"NJG 100",0,"NJG",123,22,15,0,0,0,0,0,0,1944-04-11
"NJG 101",0,"NJG",31,5,2,1,0,0,0,0,0,1944-04-11
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-04-11
"NJG 2",1,"NJG",200,22,12,3,0,0,0,0,0,1944-04-11
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-04-11
"NJG 3",1,"NJG",441,39,23,4,0,0,0,0,1,1944-04-11
"NJG 4",1,"NJG",253,18,13,4,0,0,1,0,3,1944-04-11
"NJG 5",1,"NJG",368,34,27,7,0,0,0,0,0,1944-04-11
"NJG 6",1,"NJG",147,13,10,2,0,0,0,0,1,1944-04-11
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-04-11
"Schl.G 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-04-11
"Schl.G. 1",0,"JG",7,3,0,0,0,0,0,0,0,1944-04-11
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-11
"SG 10",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-11
"SG 2",0,"JG",89,9,7,1,0,0,0,0,0,1944-04-11
"SG 3",0,"JG",6,1,1,0,0,0,0,0,0,1944-04-11
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1944-04-11
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1944-04-11
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1944-04-11
"Sturmst. 1",0,"JG",42,9,3,0,1,0,1,0,5,1944-04-11
"ZG 1",1,"ZG",86,14,7,0,1,0,0,0,3,1944-04-11
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-04-11
"ZG 26",1,"ZG",119,22,11,0,1,1,1,0,3,1944-04-11
"ZG 76",1,"ZG",62,9,8,0,0,0,0,0,0,1944-04-11
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-04-12
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1944-04-12
"Ind.St. Erla",0,"JG",11,1,1,0,0,0,0,0,0,1944-04-12
"Jagdlehrer Gr.",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-12
"JFS 5",0,"JG",11,1,1,0,0,0,0,0,0,1944-04-12
"JG 1",1,"JG",930,49,33,11,0,0,0,0,0,1944-04-12
"JG 104",0,"JG",27,1,1,1,0,0,0,0,0,1944-04-12
"JG 108",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-12
"JG 11",1,"JG",685,45,26,9,0,0,0,0,0,1944-04-12
"JG 2",1,"JG",699,52,38,11,0,0,0,0,2,1944-04-12
"JG 26",1,"JG",1049,50,36,18,0,0,0,0,4,1944-04-12
"JG 27",0,"JG",89,1,1,1,0,0,0,0,1,1944-04-12
"JG 27",1,"JG",842,74,49,10,0,0,0,0,8,1944-04-12
"JG 3",0,"JG",103,1,1,1,0,0,0,0,0,1944-04-12
"JG 3",1,"JG",1723,99,72,25,0,0,0,0,1,1944-04-12
"JG 300",1,"wilde_sau",105,24,6,1,0,0,0,0,0,1944-04-12
"JG 301",1,"wilde_sau",42,9,2,0,1,0,0,0,1,1944-04-12
"JG 302",1,"wilde_sau",47,12,2,0,0,0,0,0,0,1944-04-12
"JG 4",1,"JG",84,5,4,2,0,0,0,0,0,1944-04-12
"JG 5",0,"JG",600,57,34,8,0,0,0,0,8,1944-04-12
"JG 51",0,"JG",3314,150,120,51,0,0,0,0,2,1944-04-12
"JG 52",0,"JG",3157,107,83,36,0,0,0,0,2,1944-04-12
"JG 53",0,"JG",710,51,32,10,0,0,0,0,1,1944-04-12
"JG 53",1,"JG",133,16,8,1,0,0,0,0,0,1944-04-12
"JG 54",0,"JG",2507,97,74,30,0,0,0,0,0,1944-04-12
"JG 54",1,"JG",198,12,9,4,0,0,0,0,0,1944-04-12
"JG 77",0,"JG",1298,86,53,16,0,0,0,0,0,1944-04-12
"JG27",0,"JG",12,1,1,0,0,0,0,0,0,1944-04-12
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1944-04-12
"JGr. Ost",0,"JG",10,2,1,0,0,0,0,0,0,1944-04-12
"JGr. Süd",0,"JG",9,3,1,0,0,0,0,0,0,1944-04-12
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-12
"Kdo.Herr.",0,"JG",3,2,0,0,0,0,0,0,0,1944-04-12
"KG 40",0,"JG",11,3,1,0,0,0,0,0,0,1944-04-12
"KG 51",0,"JG",2,1,0,0,0,0,0,0,0,1944-04-12
"LG 2",0,"JG",20,5,2,0,0,0,0,0,0,1944-04-12
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-12
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-04-12
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-04-12
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-04-12
"NAGr. 2",0,"JG",20,4,2,0,0,0,0,0,0,1944-04-12
"NAGr. 4",0,"JG",23,6,3,0,0,0,0,0,0,1944-04-12
"NAGr. 5",0,"JG",7,3,0,0,0,0,0,0,0,1944-04-12
"NJG 1",1,"NJG",630,43,29,12,0,0,0,0,0,1944-04-12
"NJG 100",0,"NJG",123,22,15,0,0,0,0,0,0,1944-04-12
"NJG 101",0,"NJG",31,5,2,1,0,0,0,0,0,1944-04-12
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-04-12
"NJG 2",1,"NJG",200,22,12,3,0,0,0,0,0,1944-04-12
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-04-12
"NJG 3",1,"NJG",441,39,23,4,0,0,0,0,0,1944-04-12
"NJG 4",1,"NJG",253,18,13,4,0,0,0,0,0,1944-04-12
"NJG 5",1,"NJG",368,34,27,7,0,0,0,0,0,1944-04-12
"NJG 6",1,"NJG",147,13,10,2,0,0,0,0,0,1944-04-12
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-04-12
"Schl.G 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-04-12
"Schl.G. 1",0,"JG",7,3,0,0,0,0,0,0,0,1944-04-12
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-12
"SG 10",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-12
"SG 2",0,"JG",89,9,7,1,0,0,0,0,0,1944-04-12
"SG 3",0,"JG",6,1,1,0,0,0,0,0,0,1944-04-12
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1944-04-12
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1944-04-12
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1944-04-12
"Sturmst. 1",0,"JG",42,9,3,0,0,0,0,0,0,1944-04-12
"ZG 1",1,"ZG",88,14,7,0,0,0,0,0,2,1944-04-12
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-04-12
"ZG 26",1,"ZG",115,21,11,0,0,0,0,0,0,1944-04-12
"ZG 76",1,"ZG",62,9,8,0,0,0,0,0,0,1944-04-12
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-04-13
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1944-04-13
"Ind.St. Erla",0,"JG",11,1,1,0,0,0,0,0,0,1944-04-13
"Jagdlehrer Gr.",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-13
"JFS 5",0,"JG",11,1,1,0,0,0,0,0,0,1944-04-13
"JG 1",1,"JG",941,49,34,11,0,0,0,0,10,1944-04-13
"JG 104",0,"JG",27,1,1,1,0,0,0,0,0,1944-04-13
"JG 108",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-13
"JG 11",1,"JG",685,45,26,9,0,0,0,0,0,1944-04-13
"JG 2",1,"JG",699,52,38,11,0,0,0,0,0,1944-04-13
"JG 26",1,"JG",1062,52,36,19,1,0,0,0,9,1944-04-13
"JG 27",0,"JG",90,1,1,1,0,0,0,0,1,1944-04-13
"JG 27",1,"JG",851,74,51,10,0,0,2,0,9,1944-04-13
"JG 3",0,"JG",103,1,1,1,0,0,0,0,0,1944-04-13
"JG 3",1,"JG",1744,102,73,25,1,0,0,0,10,1944-04-13
"JG 300",1,"wilde_sau",105,24,6,1,0,0,0,0,0,1944-04-13
"JG 301",1,"wilde_sau",44,9,2,0,0,0,0,0,2,1944-04-13
"JG 302",1,"wilde_sau",47,12,2,0,0,0,0,0,0,1944-04-13
"JG 4",1,"JG",84,5,4,2,0,0,0,0,0,1944-04-13
"JG 5",0,"JG",604,57,35,8,0,0,1,0,2,1944-04-13
"JG 51",0,"JG",3307,149,119,51,0,0,0,0,1,1944-04-13
"JG 52",0,"JG",3165,107,83,36,0,0,0,0,5,1944-04-13
"JG 53",0,"JG",712,51,32,10,0,0,0,0,2,1944-04-13
"JG 53",1,"JG",135,16,8,1,0,0,0,0,2,1944-04-13
"JG 54",0,"JG",2507,97,74,30,0,0,0,0,0,1944-04-13
"JG 54",1,"JG",198,12,9,4,0,0,0,0,0,1944-04-13
"JG 77",0,"JG",1298,86,53,16,0,0,0,0,0,1944-04-13
"JG27",0,"JG",12,1,1,0,0,0,0,0,0,1944-04-13
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1944-04-13
"JGr. Ost",0,"JG",10,2,1,0,0,0,0,0,0,1944-04-13
"JGr. Süd",0,"JG",9,3,1,0,0,0,0,0,0,1944-04-13
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-13
"Kdo.Herr.",0,"JG",3,2,0,0,0,0,0,0,0,1944-04-13
"KG 40",0,"JG",11,3,1,0,0,0,0,0,0,1944-04-13
"KG 51",0,"JG",2,1,0,0,0,0,0,0,0,1944-04-13
"LG 2",0,"JG",18,4,2,0,0,0,0,0,0,1944-04-13
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-13
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-04-13
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-04-13
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-04-13
"NAGr. 2",0,"JG",21,4,2,0,0,0,0,0,1,1944-04-13
"NAGr. 4",0,"JG",23,6,3,0,0,0,0,0,0,1944-04-13
"NAGr. 5",0,"JG",7,3,0,0,0,0,0,0,0,1944-04-13
"NJG 1",1,"NJG",630,43,29,12,0,0,0,0,0,1944-04-13
"NJG 100",0,"NJG",123,22,15,0,0,0,0,0,0,1944-04-13
"NJG 101",0,"NJG",31,5,2,1,0,0,0,0,0,1944-04-13
"NJG 102",0,"NJG",1,1,0,0,0,0,0,0,0,1944-04-13
"NJG 2",1,"NJG",200,22,12,3,0,0,0,0,0,1944-04-13
"NJG 200",0,"NJG",24,1,1,1,0,0,0,0,0,1944-04-13
"NJG 3",1,"NJG",441,39,23,4,0,0,0,0,0,1944-04-13
"NJG 4",1,"NJG",253,18,13,4,0,0,0,0,0,1944-04-13
"NJG 5",1,"NJG",368,34,27,7,0,0,0,0,0,1944-04-13
"NJG 6",1,"NJG",147,13,10,2,0,0,0,0,0,1944-04-13
"NJGr. 10",0,"NJG",65,2,2,1,0,0,0,0,0,1944-04-13
"Schl.G 1",0,"JG",3,1,0,0,0,0,0,0,0,1944-04-13
"Schl.G. 1",0,"JG",6,2,0,0,0,0,0,0,0,1944-04-13
"Schl.G. 2",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-13
"SG 10",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-13
"SG 2",0,"JG",89,9,7,1,0,0,0,0,0,1944-04-13
"SG 3",0,"JG",6,1,1,0,0,0,0,0,0,1944-04-13
"SG 4",0,"JG",2,1,0,0,0,0,0,0,0,1944-04-13
"SG 77",0,"JG",14,2,2,0,0,0,0,0,0,1944-04-13
"SKG 10",0,"JG",3,1,0,0,0,0,0,0,0,1944-04-13
"Sturmst. 1",0,"JG",45,10,3,0,1,0,0,0,3,1944-04-13
"ZG 1",1,"ZG",90,14,7,0,0,0,0,0,2,1944-04-13
"ZG 2",0,"ZG",9,1,1,0,0,0,0,0,0,1944-04-13
"ZG 26",1,"ZG",115,21,11,0,0,0,0,0,0,1944-04-13
"ZG 76",1,"ZG",62,9,8,0,0,0,0,0,0,1944-04-13
"Erpro.Kdo 25",0,"JG",24,1,1,1,0,0,0,0,0,1944-04-14
"Fhr.d.JagdKr.",0,"JG",6,1,1,0,0,0,0,0,0,1944-04-14
"Ind.St. Erla",0,"JG",11,1,1,0,0,0,0,0,0,1944-04-14
"Jagdlehrer Gr.",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-14
"JFS 5",0,"JG",11,1,1,0,0,0,0,0,0,1944-04-14
"JG 1",1,"JG",941,49,34,11,0,0,0,0,0,1944-04-14
"JG 104",0,"JG",27,1,1,1,0,0,0,0,0,1944-04-14
"JG 108",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-14
"JG 11",1,"JG",685,45,26,9,0,0,0,0,0,1944-04-14
"JG 2",1,"JG",699,52,38,11,0,0,0,0,0,1944-04-14
"JG 26",1,"JG",1062,52,36,19,0,0,0,0,0,1944-04-14
"JG 27",0,"JG",90,1,1,1,0,0,0,0,0,1944-04-14
"JG 27",1,"JG",851,74,51,10,0,0,0,0,0,1944-04-14
"JG 3",0,"JG",103,1,1,1,0,0,0,0,0,1944-04-14
"JG 3",1,"JG",1744,102,73,25,0,0,0,0,0,1944-04-14
"JG 300",1,"wilde_sau",105,24,6,1,0,0,0,0,0,1944-04-14
"JG 301",1,"wilde_sau",44,9,2,0,0,0,0,0,0,1944-04-14
"JG 302",1,"wilde_sau",47,12,2,0,0,0,0,0,0,1944-04-14
"JG 4",1,"JG",84,5,4,2,0,0,0,0,0,1944-04-14
"JG 5",0,"JG",604,57,35,8,0,0,0,0,0,1944-04-14
"JG 51",0,"JG",3307,149,119,51,0,0,0,0,0,1944-04-14
"JG 52",0,"JG",3168,107,83,36,0,0,0,0,2,1944-04-14
"JG 53",0,"JG",713,51,32,10,0,0,0,0,1,1944-04-14
"JG 53",1,"JG",135,16,8,1,0,0,0,0,0,1944-04-14
"JG 54",0,"JG",2507,97,74,30,0,0,0,0,0,1944-04-14
"JG 54",1,"JG",198,12,9,4,0,0,0,0,0,1944-04-14
"JG 77",0,"JG",1299,86,53,16,0,0,0,0,1,1944-04-14
"JG27",0,"JG",12,1,1,0,0,0,0,0,0,1944-04-14
"JGr. 25",0,"JG",100,1,1,1,0,0,0,0,0,1944-04-14
"JGr. Ost",0,"JG",10,2,1,0,0,0,0,0,0,1944-04-14
"JGr. Süd",0,"JG",8,2,1,0,0,0,0,0,0,1944-04-14
"JGr. Süd.",0,"JG",2,1,0,0,0,0,0,0,1,1944-04-14
"JGr. West",0,"JG",8,1,1,0,0,0,0,0,0,1944-04-14
"Kdo.Herr.",0,"JG",3,2,0,0,0,0,0,0,0,1944-04-14
"KG 40",0,"JG",11,3,1,0,0,0,0,0,0,1944-04-14
"KG 51",0,"JG",2,1,0,0,0,0,0,0,0,1944-04-14
"LG 2",0,"JG",18,4,2,0,0,0,0,0,0,1944-04-14
"Nacht-aufkl. St.",0,"JG",1,1,0,0,0,0,0,0,0,1944-04-14
"NAG 13",0,"JG",9,1,1,0,0,0,0,0,0,1944-04-14
"NAG 4",0,"JG",37,2,2,1,0,0,0,0,0,1944-04-14
"NAGr. 11",0,"JG",14,1,1,0,0,0,0,0,0,1944-04-14
"NAGr. 2",0,"JG",21,4,2,0,0,0,0,0,0,1944-04-14
"NAGr. 4",0,"JG",23,6,3,0,0,0,0,0,0,1944-04-14
"NAGr. 5",0,"JG",7,3,0,0,0,0,0,0,0,1944-04-14
"NJG 1",1,"NJG",630,43,29,12,0,0,0,0,0,1944-04-14
"NJG 100",0,"NJG",124,22,15,0,0,0,0,0,1,1944-04-14
"NJG 101",0,"NJG",31,5,2,1,0,0,0,0,0,1944-04-14
